rms_value,rms_avg,rms_std,is_day,weather_type,sound_category
393,197.6,89.82105667504835,noche,con tormentas,Actividad moderada
183,188.0,85.16389427972933,día,con tormentas,Actividad moderada
197,192.8,84.06716891206051,noche,con tormentas,Actividad moderada
221,203.0,80.2177591864103,día,con tormentas,Actividad moderada
233,215.0,73.99249211162518,noche,con tormentas,Actividad moderada
616,263.5,141.22342424525607,día,con tormentas,Actividad moderada
724,320.0,196.840036577928,noche,con tormentas,Actividad moderada
853,387.8,250.73438801515314,día,con tormentas,Actividad moderada
655,434.7,252.64953767796396,noche,con tormentas,Actividad moderada
550,462.5,248.00996843765068,día,con tormentas,Actividad moderada
858,509.0,275.5898724151122,noche,con tormentas,Actividad moderada
686,559.3,254.58028639747872,noche,con tormentas,Actividad moderada
884,628.0,238.1110851869122,noche,con tormentas,Actividad moderada
621,668.0,191.099741263852,noche,con tormentas,Actividad moderada
485,693.2,136.04966413450336,noche,con tormentas,Actividad moderada
533,684.9,143.60474303525731,noche,con tormentas,Actividad moderada
539,666.4,149.79111381446447,noche,con tormentas,Actividad moderada
524,633.5,140.06764238911327,noche,con tormentas,Actividad moderada
505,618.5,145.4382266729688,noche,con tormentas,Actividad moderada
446,608.1,154.32753768815522,noche,con tormentas,Actividad moderada
535,575.8,127.72087621928654,noche,con tormentas,Actividad moderada
804,587.6,143.50857504383214,noche,con tormentas,Actividad moderada
520,551.2,99.3420577824143,noche,con tormentas,Actividad moderada
474,536.5,98.74011905558558,noche,con tormentas,Actividad moderada
521,540.1,97.29959460918226,noche,con tormentas,Actividad moderada
767,563.5,120.72121234940943,noche,con tormentas,Actividad moderada
616,571.2,121.43841603417339,noche,con tormentas,Actividad moderada
592,578.0,120.40118124189868,noche,con tormentas,Actividad moderada
832,610.7,141.01304116207785,noche,con tormentas,Actividad moderada
617,627.8,128.64749425378585,noche,con tormentas,Actividad moderada
640,638.3,124.44815966676457,noche,con tormentas,Actividad moderada
639,621.8,110.15524398673837,noche,con tormentas,Actividad moderada
554,625.2,107.14766550057125,noche,con tormentas,Actividad moderada
505,628.3,102.64074348046348,noche,con tormentas,Actividad moderada
575,633.7,97.66843001821165,noche,con tormentas,Actividad moderada
623,619.3,85.71535581342648,noche,con tormentas,Actividad moderada
571,614.8,87.07825344035274,noche,con tormentas,Actividad moderada
491,604.7,95.46965777437163,noche,con tormentas,Actividad moderada
709,592.4,66.44162015550921,noche,con tormentas,Actividad moderada
544,585.1,67.44125015316885,noche,con tormentas,Actividad moderada
546,575.7,65.46084495499808,noche,con tormentas,Actividad moderada
537,565.5,62.37565408252082,noche,con tormentas,Actividad moderada
459,556.0,70.96477999684122,noche,con tormentas,Actividad moderada
924,597.9,133.57931476592253,noche,con tormentas,Actividad moderada
616,602.0,133.42746677086006,noche,con tormentas,Actividad moderada
481,587.8,138.40745002427542,noche,con tormentas,Actividad moderada
480,578.7,142.563864831014,noche,con tormentas,Actividad moderada
533,582.9,140.2936998664669,noche,con tormentas,Actividad moderada
505,562.5,134.63799199664615,noche,con tormentas,Actividad moderada
504,558.5,135.83752549768195,noche,con tormentas,Actividad moderada
649,568.8,138.66009599817207,noche,con tormentas,Actividad moderada
523,567.4,139.08686334645563,noche,con tormentas,Actividad moderada
537,575.2,134.44189161947364,noche,con tormentas,Actividad moderada
534,536.2,55.27466769587089,noche,con tormentas,Actividad moderada
657,540.3,62.852649550799526,noche,con tormentas,Actividad moderada
632,555.4,65.12074255650943,noche,con tormentas,Actividad moderada
629,570.3,62.96215794692401,noche,con tormentas,Actividad moderada
580,575.0,61.60808027812285,noche,con tormentas,Actividad moderada
621,586.6,57.764271925743095,noche,con tormentas,Actividad moderada
622,598.4,50.62761653046335,noche,con tormentas,Actividad moderada
631,596.6,48.91988916131806,noche,con tormentas,Actividad moderada
619,606.2,41.76867513127892,noche,con tormentas,Actividad moderada
549,607.4,39.679829748739934,noche,con tormentas,Actividad moderada
580,612.0,32.183501639471714,noche,con tormentas,Actividad moderada
588,605.1,28.668410799656712,noche,con tormentas,Actividad moderada
821,624.0,74.32212172548553,noche,con tormentas,Actividad moderada
682,629.3,76.57392941900513,noche,con tormentas,Actividad moderada
675,638.8,75.66563875953871,noche,con tormentas,Actividad moderada
611,637.8,75.9923972805475,noche,con tormentas,Actividad moderada
678,643.4,76.75820622071848,noche,con tormentas,Actividad moderada
632,643.5,76.74090608447877,noche,con tormentas,Actividad moderada
666,648.2,76.51259881730527,noche,con tormentas,Actividad moderada
603,653.6,70.39444422522213,noche,con tormentas,Actividad moderada
733,668.9,69.23783487211256,noche,con tormentas,Actividad moderada
706,680.7,63.7565682890803,noche,con tormentas,Actividad moderada
602,658.8,45.089540546193206,noche,con tormentas,Actividad moderada
620,652.6,45.80198928237015,noche,con tormentas,Actividad moderada
565,641.6,52.538240041581,noche,con tormentas,Actividad moderada
715,652.0,55.9880939724402,noche,con tormentas,Actividad moderada
666,650.8,55.49534515014263,noche,con tormentas,Actividad moderada
607,648.3,56.97962598839959,noche,con tormentas,Actividad moderada
675,649.2,57.36007128463059,noche,con tormentas,Actividad moderada
549,643.8,64.31312290487766,noche,con tormentas,Actividad moderada
680,638.5,58.02154772151564,noche,con tormentas,Actividad moderada
721,640.0,60.11655346075753,noche,con tormentas,Actividad moderada
629,642.7,58.812413655623075,noche,con tormentas,Actividad moderada
774,658.1,71.08906776400778,noche,con tormentas,Actividad moderada
738,675.4,66.83844535727869,noche,con tormentas,Actividad moderada
800,683.9,77.05762634404162,noche,con tormentas,Actividad moderada
728,690.1,77.94649161800498,noche,con tormentas,Actividad moderada
641,693.5,74.58812833748449,noche,con tormentas,Actividad moderada
828,708.8,85.29530402600761,noche,con tormentas,Actividad moderada
596,713.5,76.33588059796554,noche,con tormentas,Actividad moderada
624,707.9,80.97935264964605,noche,con tormentas,Actividad moderada
709,706.7,80.85247196111199,noche,con tormentas,Actividad moderada
731,716.9,76.26481641112376,noche,con tormentas,Actividad moderada
769,716.4,75.86420616982667,noche,con tormentas,Actividad moderada
732,715.8,75.69793773794612,noche,con tormentas,Actividad moderada
701,705.9,69.69847758579779,noche,con tormentas,Actividad moderada
743,707.4,70.38497314373733,noche,con tormentas,Actividad moderada
820,725.3,74.27583725546417,noche,con tormentas,Actividad moderada
651,707.6,67.89894451806188,noche,con tormentas,Actividad moderada
663,714.3,58.288649552608895,noche,con tormentas,Actividad moderada
768,728.7,50.809119916279485,noche,con tormentas,Actividad moderada
728,730.6,50.34370754015931,noche,con tormentas,Actividad moderada
655,723.0,55.72551779331914,noche,con tormentas,Actividad moderada
717,717.8,53.3308332747386,noche,con tormentas,Actividad moderada
630,707.6,59.688450399648374,noche,con tormentas,Actividad moderada
720,709.5,59.757379832491154,noche,con tormentas,Actividad moderada
671,702.3,59.60993578628155,noche,con tormentas,Actividad moderada
603,680.6,50.857535222315065,noche,con tormentas,Actividad moderada
652,680.7,50.79380977157787,noche,con tormentas,Actividad moderada
610,675.4,55.401965468545406,noche,con tormentas,Actividad moderada
637,662.3,45.714208829301505,noche,con tormentas,Actividad moderada
546,644.1,52.39264155288372,noche,con tormentas,Actividad moderada
736,652.2,59.977403152262035,noche,con tormentas,Actividad moderada
653,645.8,55.545376845323155,noche,con tormentas,Actividad moderada
739,656.7,62.375297817147676,noche,con tormentas,Actividad moderada
749,659.6,66.20204763533532,noche,con tormentas,Actividad moderada
631,655.6,66.64366269779795,noche,con tormentas,Actividad moderada
708,666.1,65.70041433997619,noche,con tormentas,Actividad moderada
807,681.6,78.95174334856647,noche,con tormentas,Actividad moderada
793,699.9,81.67340108287769,noche,con tormentas,Actividad moderada
726,708.8,78.8582413082006,noche,con tormentas,Actividad moderada
626,716.8,62.96348147934791,noche,con tormentas,Actividad moderada
825,725.7,71.6675193747735,noche,con tormentas,Actividad moderada
749,735.3,67.13344918891191,noche,con tormentas,Actividad moderada
640,725.4,73.52278558379166,noche,con tormentas,Actividad moderada
627,713.2,79.08335967684961,noche,con tormentas,Actividad moderada
565,706.6,88.85593833716435,noche,con tormentas,Actividad moderada
663,702.1,89.91038748541764,noche,con tormentas,Actividad moderada
824,703.8,92.24460237144956,noche,con tormentas,Actividad moderada
910,715.5,110.44078352975797,noche,con tormentas,Actividad moderada
802,723.1,113.80729326365777,noche,con tormentas,Actividad moderada
923,752.8,123.9532169812476,noche,con tormentas,Actividad moderada
923,762.6,133.78025099227398,noche,con tormentas,Actividad moderada
837,771.4,135.66723996602968,noche,con tormentas,Actividad moderada
741,781.5,128.3608195673442,noche,con tormentas,Actividad moderada
593,778.1,133.26452391140572,noche,con tormentas,Actividad moderada
614,783.0,125.21625737543593,noche,con tormentas,Actividad moderada
772,793.9,118.15474787093729,noche,con tormentas,Actividad moderada
654,776.9,125.3532342356336,noche,con tormentas,Actividad moderada
589,744.8,128.54208130673356,noche,con tormentas,Actividad moderada
577,722.3,136.84139237331252,noche,con tormentas,Actividad moderada
837,713.7,125.01826533217799,noche,con tormentas,Actividad moderada
761,697.5,103.53340845672392,noche,con tormentas,Actividad moderada
625,676.3,92.96002725186132,noche,con tormentas,Actividad moderada
780,680.2,96.71814721136948,noche,con tormentas,Actividad moderada
611,682.0,95.06839643120179,noche,con tormentas,Actividad moderada
569,677.5,99.60170681268536,noche,con tormentas,Actividad moderada
480,648.3,110.97251912072682,noche,con tormentas,Actividad moderada
544,637.3,115.69600972663977,noche,con tormentas,Actividad moderada
692,647.6,115.50295811507779,noche,con tormentas,Actividad moderada
538,643.7,118.76405180019782,noche,con tormentas,Actividad moderada
642,624.2,97.6271820071987,noche,con tormentas,Actividad moderada
813,629.4,106.68770625834406,noche,con tormentas,Actividad moderada
772,644.1,115.75592137481952,noche,con tormentas,Actividad moderada
802,646.3,118.79492132803239,noche,con tormentas,Actividad moderada
952,680.4,151.87290007693247,noche,con tormentas,Actividad moderada
652,688.7,147.30772779004778,noche,con tormentas,Actividad moderada
684,709.1,128.06287518246725,noche,con tormentas,Actividad moderada
577,712.4,123.6861619853525,noche,con tormentas,Actividad moderada
631,706.3,126.2810357892276,noche,con tormentas,Actividad moderada
520,704.5,129.04456594525854,noche,con tormentas,Actividad moderada
459,686.2,150.14348692722842,noche,con tormentas,Actividad moderada
581,663.0,146.24712722724615,noche,con tormentas,Actividad moderada
1182,704.0,219.38398604577662,noche,con tormentas,Actividad moderada
580,681.8,219.5975106112699,día,con tormentas,Actividad moderada
703,656.9,198.6758666773599,noche,con tormentas,Actividad moderada
620,653.7,199.02096483648282,día,con tormentas,Actividad moderada
605,645.8,199.2523804402627,día,con tormentas,Actividad moderada
552,643.3,200.36524981476552,día,con tormentas,Actividad moderada
634,643.6,200.34703225486868,día,con tormentas,Actividad moderada
554,647.0,198.29439393655773,día,con tormentas,Actividad moderada
605,661.6,188.02316642135142,día,con tormentas,Actividad moderada
552,658.7,189.6212892407744,día,con tormentas,Actividad moderada
614,601.9,46.54615391677832,día,con tormentas,Actividad moderada
557,599.6,48.28434298794742,día,con tormentas,Actividad moderada
603,589.6,32.14965007585542,día,con tormentas,Actividad moderada
552,582.8,32.19661817989833,día,con tormentas,Actividad moderada
589,581.2,31.357437537031355,día,con tormentas,Actividad moderada
554,581.4,31.15623711411642,día,con tormentas,Actividad moderada
580,576.0,25.121924908554167,día,con tormentas,Actividad moderada
561,576.7,24.531385792262398,día,con tormentas,Actividad moderada
554,571.6,23.262750386733526,día,con tormentas,Actividad moderada
578,574.2,22.260078865786408,día,con tormentas,Actividad moderada
552,568.0,18.208667044994385,día,con tormentas,Actividad moderada
589,571.2,18.860894287738528,día,con tormentas,Actividad moderada
554,566.3,15.797679154438255,día,con tormentas,Actividad moderada
552,566.3,15.797679154438255,día,con tormentas,Actividad moderada
605,567.9,18.86472310365798,día,con tormentas,Actividad moderada
552,567.7,19.038265560587828,día,con tormentas,Actividad moderada
882,597.9,101.52990801838733,día,soleado,Actividad moderada
1059,647.7,176.1394964856613,día,parcialmente nublado,Actividad moderada
681,660.4,173.18660456282436,día,soleado,Actividad moderada
1138,716.4,226.05171483042983,día,parcialmente nublado,Actividad moderada
957,756.9,229.57760730911465,día,soleado,Actividad moderada
1148,812.8,251.19129496594232,día,parcialmente nublado,Actividad moderada
502,807.6,257.600552104309,día,soleado,Actividad moderada
1077,860.1,253.18085323429358,día,parcialmente nublado,Actividad moderada
744,874.0,241.14910094978453,día,soleado,Actividad moderada
624,881.2,231.34236293616735,día,parcialmente nublado,Actividad moderada
337,826.7,288.3138914447245,día,soleado,Actividad moderada
925,813.3,279.2903904938775,día,parcialmente nublado,Actividad moderada
884,833.6,275.9634436337948,día,soleado,Actividad moderada
670,786.8,257.68318187693694,noche,parcialmente nublado,Actividad moderada
611,752.2,255.5107303682834,noche,con niebla,Actividad moderada
918,729.2,224.3790443770447,noche,parcialmente nublado,Actividad moderada
1219,800.9,256.0357830894396,noche,con niebla,Actividad moderada
981,791.3,246.14180646304115,noche,parcialmente nublado,Actividad moderada
1016,818.5,255.19632964967778,noche,con niebla,Actividad moderada
876,843.7,246.1372923119677,día,soleado,Actividad moderada
1315,941.5,214.73045118628878,día,parcialmente nublado,Actividad moderada
452,894.2,264.9837730880901,día,soleado,Actividad moderada
829,888.7,265.78857512441556,día,parcialmente nublado,Actividad moderada
1013,923.0,256.3955277821108,día,soleado,Actividad moderada
691,931.0,246.64144015148887,día,parcialmente nublado,Actividad moderada
772,916.4,251.7645284343651,día,soleado,Actividad moderada
638,858.3,240.98227228482173,día,parcialmente nublado,Actividad moderada
964,856.6,240.0787833654249,día,soleado,Actividad moderada
735,828.5,235.75469831538487,día,parcialmente nublado,Actividad moderada
565,797.4,248.9369398060487,día,soleado,Actividad moderada
605,726.4,175.25359403510805,día,parcialmente nublado,Actividad moderada
1046,785.8,172.55903981600773,día,soleado,Actividad moderada
1319,834.8,241.848345502347,día,parcialmente nublado,Actividad moderada
830,816.5,233.65085538517204,día,soleado,Actividad moderada
1397,887.1,291.1129792136845,día,parcialmente nublado,Actividad moderada
1000,909.9,290.0231599947387,día,soleado,Actividad moderada
1520,998.1,329.5655220640259,día,parcialmente nublado,Actividad moderada
1062,1007.9,329.89575794652427,día,soleado,Actividad moderada
961,1030.5,316.5962202343346,día,parcialmente nublado,Actividad moderada
722,1046.2,294.0362033642959,día,soleado,Actividad moderada
1066,1092.3,250.0217990496044,día,parcialmente nublado,Actividad moderada
934,1081.1,254.7894337596367,día,soleado,Actividad moderada
591,1008.3,281.83172678430446,día,parcialmente nublado,Actividad moderada
815,1006.8,282.9239395236044,día,soleado,Actividad moderada
815,948.6,251.89777468030445,día,parcialmente nublado,Actividad moderada
644,913.0,268.4395235016228,día,soleado,Actividad moderada
679,828.9,171.30768290483246,día,parcialmente nublado,Actividad moderada
1173,840.0,190.59963856792234,día,soleado,Actividad moderada
1207,864.6,221.34698753064006,día,parcialmente nublado,Actividad moderada
1372,929.6,265.79449037011966,día,soleado,Actividad moderada
1313,954.3,290.23172734137125,día,parcialmente nublado,Actividad moderada
981,959.0,290.247021230768,día,soleado,Actividad moderada
1198,1019.7,267.29968616184874,día,parcialmente nublado,Actividad moderada
1232,1061.4,264.3277426899345,día,soleado,Actividad moderada
712,1051.1,276.71262670463454,día,parcialmente nublado,Actividad moderada
1446,1131.3,261.41157417205505,día,soleado,Actividad moderada
855,1148.9,231.82677920282703,día,parcialmente nublado,Actividad moderada
936,1125.2,241.0213452972363,día,soleado,Actividad moderada
895,1094.0,249.307485291202,día,parcialmente nublado,Actividad moderada
699,1026.7,256.6528351251518,día,soleado,Actividad moderada
638,959.2,261.70246039687567,día,parcialmente nublado,Actividad moderada
1638,1024.9,338.87442774245795,día,soleado,Actividad moderada
919,997.0,334.49630458015275,día,parcialmente nublado,Actividad moderada
602,934.0,344.49641185036785,día,soleado,Actividad moderada
802,943.0,339.18693633124826,noche,parcialmente nublado,Actividad moderada
895,887.9,289.5139413261866,noche,con niebla,Actividad moderada
1183,920.7,303.6094164840383,noche,parcialmente nublado,Actividad moderada
575,884.6,322.464537240575,día,soleado,Actividad moderada
718,866.9,326.6606972243699,día,parcialmente nublado,Actividad moderada
1163,913.3,333.05323231513006,día,soleado,Actividad moderada
544,903.9,342.86843929803035,día,parcialmente nublado,Actividad moderada
987,838.8,231.81688175511943,día,soleado,Actividad moderada
928,839.7,232.18003072328813,día,parcialmente nublado,Actividad moderada
1080,887.5,226.95141428165823,día,soleado,Actividad moderada
745,881.8,230.03226826783424,día,parcialmente nublado,Actividad moderada
955,887.8,231.19438670617603,día,soleado,Actividad moderada
692,838.7,212.9538551997704,día,parcialmente nublado,Actividad moderada
626,843.8,206.4481640616956,día,soleado,Actividad moderada
770,849.0,203.56216631671984,día,soleado,Actividad moderada
388,771.5,217.76656717177224,día,soleado,Actividad moderada
402,757.3,237.9444613069757,día,parcialmente nublado,Actividad moderada
694,728.0,224.1571869123196,día,soleado,Actividad moderada
920,727.2,223.37701065438455,día,parcialmente nublado,Actividad moderada
1089,728.1,224.9688620429259,día,soleado,Actividad moderada
818,735.4,226.7554727993232,día,parcialmente nublado,Actividad moderada
651,705.0,214.06644866593305,día,soleado,Actividad moderada
945,730.3,226.92389815873452,día,parcialmente nublado,Actividad moderada
851,752.8,226.5876332802736,día,soleado,Actividad moderada
2024,878.2,461.9378986641198,día,parcialmente nublado,Actividad moderada
886,928.0,428.8801956516793,día,soleado,Actividad moderada
885,976.3,388.3423604101019,día,parcialmente nublado,Actividad moderada
587,965.6,398.3304602406852,día,soleado,Actividad moderada
836,957.2,400.27984655182945,día,parcialmente nublado,Actividad moderada
1214,969.7,406.7524636270409,día,soleado,Actividad moderada
428,930.7,440.2327793338435,día,parcialmente nublado,Actividad moderada
935,959.1,429.2066194995399,día,soleado,Actividad moderada
901,954.7,429.59258476944115,día,parcialmente nublado,Actividad moderada
726,942.2,434.73307263704356,día,soleado,Actividad moderada
710,810.8,213.93186869759438,día,parcialmente nublado,Actividad moderada
706,792.8,214.473411975575,día,soleado,Actividad moderada
692,773.5,213.93781547190093,noche,parcialmente nublado,Actividad moderada
925,807.3,207.81137280396126,noche,con niebla,Actividad moderada
1133,837.0,232.16517108874666,día,soleado,Actividad moderada
1339,849.5,256.77887157803553,día,parcialmente nublado,Actividad moderada
712,877.9,217.71461952647084,día,soleado,Actividad moderada
1013,885.7,221.35444176453586,día,parcialmente nublado,Actividad moderada
960,891.6,222.59040610253018,día,soleado,Actividad moderada
895,908.5,214.90320818659117,día,parcialmente nublado,Actividad moderada
1040,941.5,206.19583463839115,día,soleado,Actividad moderada
1176,988.5,200.0251373091796,día,parcialmente nublado,Actividad moderada
634,982.7,210.1618688323638,día,soleado,Actividad moderada
1174,1007.6,217.1989359499222,día,parcialmente nublado,Actividad moderada
940,988.3,213.35887867888624,día,soleado,Actividad moderada
745,928.9,185.7773159218089,día,parcialmente nublado,Actividad moderada
812,938.9,175.1947804904918,día,soleado,Actividad moderada
739,911.5,183.54548331256993,día,parcialmente nublado,Actividad moderada
627,878.2,202.95034970269162,día,soleado,Actividad moderada
1049,893.6,210.08421591775567,día,soleado,Actividad moderada
866,876.2,203.72083294984375,día,soleado,Actividad moderada
1443,902.9,257.71924862359725,día,soleado,Actividad moderada
667,906.2,254.07907780409275,día,soleado,Actividad moderada
705,859.3,242.16020867736918,día,soleado,Actividad moderada
762,841.5,242.11120034672828,día,soleado,Actividad moderada
670,834.0,246.5535776797143,día,soleado,Actividad moderada
1114,864.2,261.59629627007826,día,soleado,Actividad moderada
910,881.3,258.0680573457757,día,soleado,Actividad moderada
634,882.0,257.31001621476923,día,soleado,Actividad moderada
612,838.3,262.8455609077109,día,soleado,Actividad moderada
553,807.0,277.4130494407215,día,soleado,Actividad moderada
980,760.7,181.542189770496,día,soleado,Actividad moderada
1659,859.9,332.72860144902256,día,soleado,Actividad moderada
1233,912.7,347.0040185486175,día,soleado,Actividad moderada
1117,948.2,348.0312246528087,día,soleado,Actividad moderada
1095,990.7,336.02647051815643,día,soleado,Actividad moderada
1465,1025.8,367.22103546622907,día,soleado,Actividad moderada
927,1027.5,366.664318174298,día,soleado,Actividad moderada
953,1059.4,341.64900767373103,día,soleado,Actividad moderada
609,1059.1,342.0865549990408,día,soleado,Actividad moderada
1438,1147.6,309.53628399771145,día,soleado,Actividad moderada
790,1128.6,326.34208364162333,día,soleado,Actividad moderada
960,1058.7,270.1304417416819,día,soleado,Actividad moderada
834,1018.8,270.9906927471055,día,soleado,Actividad moderada
1413,1048.4,297.7531416011156,día,soleado,Actividad moderada
946,1033.5,298.8880318038114,día,soleado,Actividad moderada
637,950.7,280.17218911868474,día,soleado,Actividad moderada
699,927.9,291.36859054392943,día,soleado,Actividad moderada
861,918.7,291.9398910734887,día,soleado,Actividad moderada
657,923.5,286.62838891731184,día,soleado,Actividad moderada
875,867.2,222.44789652111123,día,soleado,Actividad moderada
1211,909.3,244.91769592615842,día,soleado,Actividad moderada
1207,934.0,262.4279795380914,día,soleado,Actividad moderada
1178,968.4,270.29169428600744,día,soleado,Actividad moderada
848,911.9,221.71626011639384,día,soleado,Actividad moderada
1725,989.8,340.2135930395631,día,soleado,Actividad moderada
1046,1030.7,316.8718808744151,día,soleado,Actividad moderada
543,1015.1,338.1424584730862,día,soleado,Actividad moderada
914,1020.4,335.86644170959875,día,soleado,Actividad moderada
941,1048.8,312.9493391731153,día,soleado,Actividad moderada
751,1036.4,322.89943394878395,día,soleado,Actividad moderada
1620,1077.3,369.94775907477145,día,soleado,Actividad moderada
1104,1067.0,367.3602530970876,día,soleado,Actividad moderada
1408,1090.0,381.99069214954653,día,soleado,Actividad moderada
1079,1113.1,372.5994125360681,día,soleado,Actividad moderada
1377,1078.3,321.90131337966966,día,soleado,Actividad moderada
997,1073.4,322.8192476706855,día,soleado,Actividad moderada
637,1082.8,306.62093861965906,día,soleado,Actividad moderada
858,1077.2,310.5328037779953,día,soleado,Actividad moderada
1063,1089.4,306.9633347631108,día,soleado,Actividad moderada
1196,1133.9,283.8397239444996,día,soleado,Actividad moderada
1271,1099.0,234.61741907482937,día,soleado,Actividad moderada
734,1062.0,261.38902467820435,día,soleado,Actividad moderada
790,1000.2,242.8976922263558,día,soleado,Actividad moderada
825,974.8,246.98798891174283,día,soleado,Actividad moderada
736,910.7,211.6601311326994,día,soleado,Actividad moderada
481,859.1,248.05216745228827,día,soleado,Actividad moderada
513,846.7,263.03529547698906,día,soleado,Actividad moderada
2447,1005.6,570.6748831184204,día,soleado,Actividad moderada
878,987.1,571.6052347944733,día,soleado,Actividad moderada
939,961.4,566.9276261863888,día,soleado,Actividad moderada
839,918.2,557.0886225129119,día,soleado,Actividad moderada
905,935.3,553.4186781572644,día,soleado,Actividad moderada
577,914.0,563.6369990221251,día,soleado,Actividad moderada
623,893.8,570.7557952204937,día,soleado,Actividad moderada
945,914.7,568.1560916195872,día,soleado,Actividad moderada
371,903.7,578.4573450134421,día,soleado,Actividad moderada
875,939.9,562.3945728361504,día,soleado,Actividad moderada
928,788.0,195.6879602269336,día,soleado,Actividad moderada
877,787.9,195.63710736406307,día,soleado,Actividad moderada
1268,820.8,245.24491160198798,día,soleado,Actividad moderada
842,821.1,245.27148223957926,día,soleado,Actividad moderada
708,801.4,245.6950232390649,día,soleado,Actividad moderada
654,809.1,238.9962575253247,día,soleado,Actividad moderada
849,831.7,229.95750815217104,día,soleado,Actividad moderada
1348,872.0,281.54573340755906,día,soleado,Actividad moderada
714,906.3,229.88163621017458,día,soleado,Actividad moderada
810,899.8,231.77613720523118,día,soleado,Actividad moderada
1696,976.6,342.8051600804432,día,soleado,Actividad moderada
868,975.7,343.1073851985385,día,soleado,Actividad moderada
766,925.5,332.1376053518922,día,soleado,Actividad moderada
843,925.6,332.1098211937337,día,soleado,Actividad moderada
1376,992.4,350.16827700724514,día,soleado,Actividad moderada
1071,1034.1,329.6184494566753,día,soleado,Actividad moderada
775,1026.7,335.0220722413517,día,soleado,Actividad moderada
987,990.6,315.43064037738856,día,soleado,Actividad moderada
968,1016.0,300.5587389439145,día,soleado,Actividad moderada
846,1019.6,298.0220722623681,día,soleado,Actividad moderada
1513,1001.3,254.2815805799209,día,soleado,Actividad moderada
482,962.7,301.6502942150074,día,soleado,Actividad moderada
1325,1018.6,312.74028983949205,día,soleado,Actividad moderada
1845,1118.8,398.88171457491376,día,soleado,Actividad moderada
636,1044.8,414.2119157039205,día,soleado,Actividad moderada
1017,1039.4,414.18439264548795,día,soleado,Actividad moderada
1091,1071.0,403.69240215237676,día,soleado,Actividad moderada
896,1061.9,406.80993378016586,día,soleado,Actividad moderada
680,1033.1,424.02632255819077,día,soleado,Actividad moderada
1374,1085.9,430.95667480102486,día,soleado,Actividad moderada
1304,1065.0,412.620083531248,día,soleado,Actividad moderada
952,1112.0,362.56616254446993,día,soleado,Actividad moderada
1091,1088.6,354.75882261364967,día,soleado,Actividad moderada
888,992.9,237.8605800790792,día,soleado,Actividad moderada
1205,1049.8,209.3459656485741,día,soleado,Actividad moderada
1140,1062.1,210.81295026634552,día,soleado,Actividad moderada
856,1038.6,220.1258226055689,día,soleado,Actividad moderada
605,1009.5,257.1865946048608,día,soleado,Actividad moderada
935,1035.0,232.32687700259387,día,soleado,Actividad moderada
1002,997.8,199.4747547379826,día,soleado,Actividad moderada
1103,977.7,173.64718380798735,día,soleado,Actividad moderada
1244,1006.9,192.3852904980018,día,soleado,Actividad moderada
993,997.1,190.10783489611734,día,soleado,Actividad moderada
1340,1042.3,213.57176779715198,día,soleado,Actividad moderada
822,1004.0,215.4860139828633,día,soleado,Actividad moderada
734,963.4,225.05021661842602,día,soleado,Actividad moderada
824,960.2,226.9663704898455,día,soleado,Actividad moderada
1158,1015.5,196.07269060223697,día,soleado,Actividad moderada
1464,1068.4,238.67420844695062,día,soleado,Actividad moderada
663,1034.5,271.03433566821695,día,soleado,Actividad moderada
860,1010.2,275.0736467041357,día,soleado,Actividad moderada
565,942.3,294.0948637580897,día,soleado,Actividad moderada
999,942.9,294.21588823326545,día,soleado,Actividad moderada
656,874.5,270.165484266383,día,soleado,Actividad moderada
862,878.5,269.59733348500055,día,soleado,Actividad moderada
789,884.0,266.8690898382791,día,soleado,Actividad moderada
644,866.0,277.2347581222662,día,soleado,Actividad moderada
617,811.9,266.5001355013211,día,soleado,Actividad moderada
845,750.0,140.13723432565902,día,soleado,Actividad moderada
734,757.1,137.00320353107807,día,soleado,Actividad moderada
897,760.8,140.54481294037384,día,soleado,Actividad moderada
886,792.9,126.84588198983066,día,soleado,Actividad moderada
1354,828.4,212.01739970525554,día,soleado,Actividad moderada
927,855.5,204.72705406630314,día,soleado,Actividad moderada
767,846.0,206.58761929129435,día,soleado,Actividad moderada
803,847.4,206.20550698541356,día,soleado,Actividad moderada
772,860.2,195.8915799903392,día,soleado,Actividad moderada
866,885.1,176.39882211750967,día,soleado,Actividad moderada
1457,946.3,251.23165494110194,día,soleado,Actividad moderada
817,954.6,244.72533356579447,día,soleado,Actividad moderada
488,913.7,286.1010116879864,día,soleado,Actividad moderada
811,906.2,287.8853166723791,día,soleado,Actividad moderada
1226,893.4,267.9159072047305,día,soleado,Actividad moderada
1023,903.0,270.9563310449375,día,soleado,Actividad moderada
941,920.4,266.8075461201709,día,soleado,Actividad moderada
986,938.7,264.12288806538606,día,soleado,Actividad moderada
1701,1031.6,348.78461994633835,día,soleado,Actividad moderada
816,1026.6,351.7679790872269,día,soleado,Actividad moderada
744,955.3,326.1642565061701,día,soleado,Actividad moderada
1093,982.9,324.8358388820771,día,soleado,Actividad moderada
1431,1077.2,301.22114430726543,día,soleado,Actividad moderada
1179,1114.0,287.2408977380032,día,soleado,Actividad moderada
1182,1109.6,285.66732788721725,día,soleado,Actividad moderada
863,1093.6,295.3725331396506,día,soleado,Actividad moderada
1062,1105.7,290.87074257974035,día,soleado,Actividad moderada
